h0_x0,h0_y0,h0_z0,h0_x1,h0_y1,h0_z1,h0_x2,h0_y2,h0_z2,h0_x3,h0_y3,h0_z3,h0_x4,h0_y4,h0_z4,h0_x5,h0_y5,h0_z5,h0_x6,h0_y6,h0_z6,h0_x7,h0_y7,h0_z7,h0_x8,h0_y8,h0_z8,h0_x9,h0_y9,h0_z9,h0_x10,h0_y10,h0_z10,h0_x11,h0_y11,h0_z11,h0_x12,h0_y12,h0_z12,h0_x13,h0_y13,h0_z13,h0_x14,h0_y14,h0_z14,h0_x15,h0_y15,h0_z15,h0_x16,h0_y16,h0_z16,h0_x17,h0_y17,h0_z17,h0_x18,h0_y18,h0_z18,h0_x19,h0_y19,h0_z19,h0_x20,h0_y20,h0_z20,h1_x0,h1_y0,h1_z0,h1_x1,h1_y1,h1_z1,h1_x2,h1_y2,h1_z2,h1_x3,h1_y3,h1_z3,h1_x4,h1_y4,h1_z4,h1_x5,h1_y5,h1_z5,h1_x6,h1_y6,h1_z6,h1_x7,h1_y7,h1_z7,h1_x8,h1_y8,h1_z8,h1_x9,h1_y9,h1_z9,h1_x10,h1_y10,h1_z10,h1_x11,h1_y11,h1_z11,h1_x12,h1_y12,h1_z12,h1_x13,h1_y13,h1_z13,h1_x14,h1_y14,h1_z14,h1_x15,h1_y15,h1_z15,h1_x16,h1_y16,h1_z16,h1_x17,h1_y17,h1_z17,h1_x18,h1_y18,h1_z18,h1_x19,h1_y19,h1_z19,h1_x20,h1_y20,h1_z20
0.5468146800994873,0.06634913384914398,0.47467365860939026,0.10654713213443756,0.4210464060306549,0.16061177849769592,0.3786783218383789,0.2179671823978424,0.34275975823402405,0.2595359981060028,0.4900161921977997,0.23422428965568542,0.48108309507369995,0.3473602533340454,0.4788508117198944,0.41811707615852356,0.4797455370426178,0.4789344072341919,0.5412694215774536,0.2356446385383606,0.5482971668243408,0.3534228801727295,0.5538462996482849,0.4318479895591736,0.5605058670043945,0.4938068091869354,0.5814457535743713,0.22783254086971283,0.5989672541618347,0.3339375853538513,0.6107397079467773,0.4060869514942169,0.622452974319458,0.46328258514404297,0.6093072295188904,0.2147621363401413,0.6385300755500793,0.29119107127189636,0.6601916551589966,0.3427470922470093,0.6769859790802002,0.3867892026901245
